"punto_de_venta","fecha","mes","anio","num_ventas","sku","marca","gamma","costo_promedio","zona","estado","ciudad","latitud","longitud"
"1 poniente","01/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","01/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","04/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","07/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","11/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","13/06/2019","6",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","18/06/2019","6",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","18/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","21/06/2019","6",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","28/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","28/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","30/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","02/07/2019","7",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","02/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","04/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","06/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","06/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","06/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","07/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","17/07/2019","7",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","17/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","17/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","18/07/2019","7",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","20/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","01/08/2019","8",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","01/08/2019","8",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/09/2019","9",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/09/2019","9",2019,1,"N.LX520NG","zte","baja",891.3090504,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","13/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","14/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","23/10/2019","10",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","24/10/2019","10",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","24/10/2019","10",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","28/10/2019","10",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","01/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","03/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","03/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","05/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","06/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","08/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/11/2019","11",2019,1,"N.ZTA321G","zte","baja",702.2679312,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","09/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","12/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","13/11/2019","11",2019,1,"N.ZTA321G","zte","baja",702.2679312,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","13/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","17/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","17/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","21/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","29/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","01/12/2019","12",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","tehuacan",18.462101,-97.394959
"1 poniente","28/02/2020","2",2020,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","tehuacan",18.462101,-97.394959
"5 de mayo zmm","04/07/2019","7",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro occidente","michoacan","zamora",19.98131,-102.28329
"acayucan","15/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"golfo de mexico","veracruz","oluta",17.93999,-94.9106
"acayucan","21/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"golfo de mexico","veracruz","oluta",17.93999,-94.9106
"acayucan","11/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"golfo de mexico","veracruz","oluta",17.93999,-94.9106
"acayucan","12/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"golfo de mexico","veracruz","oluta",17.93999,-94.9106
"ace alianza manzanillo centro","01/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","01/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","14/06/2019","6",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","23/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","27/06/2019","6",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","02/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","05/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","06/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","20/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","30/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","30/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","07/08/2019","8",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","14/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","15/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","16/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","17/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","18/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","18/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","19/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","21/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","30/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","12/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","16/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","28/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","02/01/2020","1",2020,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","02/02/2020","2",2020,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","02/02/2020","2",2020,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","27/02/2020","2",2020,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","08/06/2019","6",2019,1,"N.A5054SD","zte","baja",617.1134917,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace alianza manzanillo centro","10/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","manzanillo",19.116852,-104.352339
"ace benito juarez","14/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","villa de alvarez",19.258679,-103.74315
"ace benito juarez","25/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","villa de alvarez",19.258679,-103.74315
"ace benito juarez","28/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","villa de alvarez",19.258679,-103.74315
"ace benito juarez","30/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","villa de alvarez",19.258679,-103.74315
"ace benito juarez","31/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","villa de alvarez",19.258679,-103.74315
"ace cd guzman santuario","24/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","jalisco","ciudad guzman",19.703675,-103.467692
"ace cd guzman santuario","06/08/2019","8",2019,1,"N.LX520NG","zte","baja",891.3090504,"centro occidente","jalisco","ciudad guzman",19.703675,-103.467692
"ace cd guzman santuario","05/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","jalisco","ciudad guzman",19.703675,-103.467692
"ace central plaza durango","08/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","27/06/2019","6",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","27/06/2019","6",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","16/07/2019","7",2019,1,"N.ZTA521B","zte","baja",1067.680023,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","19/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","23/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","27/07/2019","7",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","01/08/2019","8",2019,1,"N.ZTA521B","zte","baja",1067.680023,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","01/08/2019","8",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","07/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","08/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","16/11/2019","11",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","16/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","17/11/2019","11",2019,1,"N.ZTA521B","zte","baja",1067.680023,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","21/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","24/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","24/11/2019","11",2019,1,"N.ZTA321AB","zte","baja",0,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","27/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","28/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","08/12/2019","12",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","20/12/2019","12",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","24/12/2019","12",2019,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace central plaza durango","14/02/2020","2",2020,1,"N.ZTA521N","zte","baja",1141.366886,"norte","durango","durango",24.005876,-104.662594
"ace cintalapa oriente","13/12/2019","12",2019,1,"N.ZTA521B","zte","baja",1067.680023,"pacifico sur","chiapas","cintalapa de figueroa",16.692508,-93.719948
"ace cintalapa oriente","15/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"pacifico sur","chiapas","cintalapa de figueroa",16.692508,-93.719948
"ace loma bonita","29/11/2019","11",2019,1,"N.ZTA521N","zte","baja",1141.366886,"pacifico sur","oaxaca","loma bonita",18.110002,-95.880701
"ace loma bonita","29/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"pacifico sur","oaxaca","loma bonita",18.110002,-95.880701
"ace loma bonita","29/11/2019","11",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"pacifico sur","oaxaca","loma bonita",18.110002,-95.880701
"ace loma bonita","30/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"pacifico sur","oaxaca","loma bonita",18.110002,-95.880701
"ace loma bonita","11/12/2019","12",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"pacifico sur","oaxaca","loma bonita",18.110002,-95.880701
"ace mega iguala","07/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","28/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","13/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","14/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","15/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","17/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","22/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","24/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","26/10/2019","10",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","03/11/2019","11",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","09/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","09/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","15/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","16/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","08/12/2019","12",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","08/12/2019","12",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace mega iguala","08/12/2019","12",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"pacifico sur","guerrero","iguala",18.342156,-99.522811
"ace merida centro","29/11/2019","11",2019,1,"N.ZTA321G","zte","baja",702.2679312,"peninsula de yucatan","yucatan","merida",20.968159,-89.620519
"ace merida centro","19/09/2019","9",2019,1,"N.LX520NG","zte","baja",891.3090504,"peninsula de yucatan","yucatan","merida",20.968159,-89.620519
"ace monte everest","01/08/2019","8",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","cdmx","cdmx",19.428395,-99.216877
"ace monte everest","01/08/2019","8",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","cdmx","cdmx",19.428395,-99.216877
"ace monte everest","05/09/2019","9",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","cdmx","cdmx",19.428395,-99.216877
"ace monte everest","11/09/2019","9",2019,1,"N.AA3PLNG","zte","baja",1577.834117,"centro sur","cdmx","cdmx",19.428395,-99.216877
"ace monte everest","19/09/2019","9",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","cdmx","cdmx",19.428395,-99.216877
"ace revolucion zitacuaro","05/02/2020","2",2020,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","michoacan","zitacuaro",19.434967,-100.357277
"ace sevilla del rio","25/11/2019","11",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro occidente","colima","colima",19.248452,-103.70716
"ace sevilla del rio","18/12/2019","12",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro occidente","colima","colima",19.248452,-103.70716
"ace sevilla del rio","18/12/2019","12",2019,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","colima",19.248452,-103.70716
"ace sevilla del rio","23/01/2020","1",2020,1,"N.ZTA521N","zte","baja",1141.366886,"centro occidente","colima","colima",19.248452,-103.70716
"ace sevilla del rio","23/01/2020","1",2020,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","colima",19.248452,-103.70716
"ace sevilla del rio","03/02/2020","2",2020,1,"N.ZTEA6PT","zte","baja",1003.404846,"centro occidente","colima","colima",19.248452,-103.70716
"ace soriana san andres","21/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"golfo de mexico","veracruz","san andres tuxtla gutierrez",18.451373,-95.226945
"ace soriana san andres","09/01/2020","1",2020,1,"N.LX520DR","zte","baja",896.9974673,"golfo de mexico","veracruz","san andres tuxtla gutierrez",18.451373,-95.226945
"ace tuxtla","17/11/2019","11",2019,1,"N.ALC5010N","zte","baja",989.4467523,"pacifico sur","chiapas","tuxtla gutierrez",16.755698,-93.14984
"ace tuxtla","05/01/2020","1",2020,1,"N.AA3PLNG","zte","baja",1577.834117,"pacifico sur","chiapas","tuxtla gutierrez",16.755698,-93.14984
"ace tuxtla oriente","07/06/2019","6",2019,1,"N.A5054SD","zte","baja",617.1134917,"pacifico sur","chiapas","tuxtla gutierrez",16.752238,-93.108222
"ace tuxtla oriente","08/06/2019","6",2019,1,"N.A5054SD","zte","baja",617.1134917,"pacifico sur","chiapas","tuxtla gutierrez",16.752238,-93.108222
"ace tuxtla oriente","11/06/2019","6",2019,1,"N.A5054SD","zte","baja",617.1134917,"pacifico sur","chiapas","tuxtla gutierrez",16.752238,-93.108222
"ace tuxtla oriente","13/08/2019","8",2019,1,"N.OT5054S","zte","baja",589.9862229,"pacifico sur","chiapas","tuxtla gutierrez",16.752238,-93.108222
"acr centroapizacotlx","06/11/2019","11",2019,1,"N.ZTA521B","zte","baja",1067.680023,"centro sur","tlaxcala","apizaco",19.416072,-98.139188
"acr centroapizacotlx","15/11/2019","11",2019,1,"N.ZTEA6NG","zte","baja",1285.629279,"centro sur","tlaxcala","apizaco",19.416072,-98.139188
"acr atlixcocentropue","07/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","20/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","22/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","29/06/2019","6",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","30/06/2019","6",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","19/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","22/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","24/07/2019","7",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","28/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","31/07/2019","7",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","05/08/2019","8",2019,1,"N.ZV8MNG","zte","baja",2470.788782,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","07/09/2019","9",2019,1,"N.LX520DR","zte","baja",896.9974673,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","03/10/2019","10",2019,1,"N.LX520NG","zte","baja",891.3090504,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","10/10/2019","10",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","24/10/2019","10",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","03/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","04/11/2019","11",2019,1,"N.ZTA321G","zte","baja",702.2679312,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","06/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","06/11/2019","11",2019,1,"N.ZTA321A","zte","baja",662.8881076,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","10/11/2019","11",2019,1,"N.ZTA321G","zte","baja",702.2679312,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","10/11/2019","11",2019,1,"N.ZV8MDR","zte","baja",2302.044269,"centro sur","puebla","atlixco",18.90882,-98.43385
"acr atlixcocentropue","11/11/2019","11",2019,1,"N.ZV8MPN","zte","baja",2053.666485,"centro sur","puebla","atlixco",18.90882,-98.43385
